Index,,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
420,421,BRFC_alpha_0_5_0_1_0_1_Hard,1.00,1.00,13,129.00,0.91,676444,0,126256.00,0.00,,0.00,0.00
2207,3171,BRFC_alpha_0_5_0_1_0_1_Medium,0.69,0.69,20,10,0.33,605865,70579,79977,46279,0.40,0.37,0.56
7992,11116,BRFC_alpha_0_5_0_1_0_1_Easy,0.69,0.69,24,12,0.33,598439,78005,91661,34595,0.31,0.27,0.62
9198,11595,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Hard,0.40,0.40,20,10,0.33,647043,29401,92254,34002,0.54,0.27,0.23
11299,12302,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Medium,0.45,0.45,20,10,0.33,664528,11916,113798,12458,0.51,0.10,0.09
9213,11207,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Easy,0.27,0.27,20,10,0.33,629409,47035,104523,21733,0.32,0.17,0.37
230,393,BRFC_alpha_0_5_0_1_1_0_Hard,0.67,0.67,101,51,0.34,623228,53216,69664,56592,0.52,0.45,0.42
2098,3066,BRFC_alpha_0_5_0_1_1_0_Medium,0.68,0.68,20,10,0.33,602132,74312,79385,46871,0.39,0.37,0.59
6968,11146,BRFC_alpha_0_5_0_1_1_0_Easy,0.64,0.64,22,11,0.33,557583,118861,80041,46215,0.28,0.37,0.94
11608,11609,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Hard,0.94,0.99,10,33.00,0.77,676444,0,126256.00,0.00,,0.00,0.00
9446,12326,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Medium,0.31,0.31,20,10,0.33,631361,45083,94747,31509,0.41,0.25,0.36
8044,11220,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Easy,0.24,0.24,20,10,0.33,591493,84951,91500,34756,0.29,0.28,0.67
243,424,BRFC_alpha_0_5_0_1_1_1_Hard,0.67,0.67,26,13,0.33,620396,56048,69878,56378,0.50,0.45,0.44
2874,3327,BRFC_alpha_0_5_0_1_1_1_Medium,0.80,0.80,20,10,0.33,652959,23485,103891,22365,0.49,0.18,0.19
6968,11146,BRFC_alpha_0_5_0_1_1_1_Easy,0.64,0.64,22,11,0.33,557583,118861,80041,46215,0.28,0.37,0.94
6265,11611,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Hard,0.25,0.25,20,10,0.33,576684,99760,62700,63556,0.39,0.50,0.79
10028,12305,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Medium,0.34,0.34,20,10,0.33,643216,33228,100670,25586,0.44,0.20,0.26
8044,11220,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Easy,0.24,0.24,20,10,0.33,591493,84951,91500,34756,0.29,0.28,0.67
359,360,BRFC_alpha_0_5_1_0_0_0_Hard,0.99,1.00,26,316.00,0.92,676444,0,126256.00,0.00,,0.00,0.00
2085,2861,BRFC_alpha_0_5_1_0_0_0_Medium,0.71,0.71,22,11,0.33,617745,58699,85553,40703,0.41,0.32,0.46
8040,11114,BRFC_alpha_0_5_1_0_0_0_Easy,0.69,0.69,20,10,0.33,599747,76697,92132,34124,0.31,0.27,0.61
6021,11595,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard,0.23,0.23,20,10,0.33,572230,104214,60265,65991,0.39,0.52,0.83
7297,12313,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium,0.23,0.23,20,10,0.33,569103,107341,73139,53117,0.33,0.42,0.85
11105,11215,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy,0.40,0.40,20,10,0.33,674675,1769,125075,1181,0.40,0.01,0.01
323,404,BRFC_alpha_0_5_1_0_0_1_Hard,0.78,0.78,30,15,0.33,659409,17035,97114,29142,0.63,0.23,0.13
2778,3182,BRFC_alpha_0_5_1_0_0_1_Medium,0.81,0.81,22,11,0.33,655695,20749,105732,20524,0.50,0.16,0.16
8040,11114,BRFC_alpha_0_5_1_0_0_1_Easy,0.69,0.69,20,10,0.33,599747,76697,92132,34124,0.31,0.27,0.61
6991,11589,KBFC_alpha_0_5_gamma_0_0_1_0_0_1_Hard,0.26,0.26,20,10,0.33,600276,76168,69972,56284,0.42,0.45,0.60
8400,12311,KBFC_alpha_0_5_gamma_0_0_1_0_0_1_Medium,0.26,0.26,20,10,0.33,604661,71783,84232,42024,0.37,0.33,0.57
11105,11215,KBFC_alpha_0_5_gamma_0_0_1_0_0_1_Easy,0.40,0.40,20,10,0.33,674675,1769,125075,1181,0.40,0.01,0.01
220,370,BRFC_alpha_0_5_1_0_1_0_Hard,0.67,0.67,32,16,0.33,627486,48958,71885,54371,0.53,0.43,0.39
2849,3070,BRFC_alpha_0_5_1_0_1_0_Medium,0.86,0.86,22,11,0.33,666252,10192,114473,11783,0.54,0.09,0.08
10427,11099,BRFC_alpha_0_5_1_0_1_0_Easy,0.87,0.87,22,11,0.33,665867,10577,118218,8038,0.43,0.06,0.08
10052,11598,KBFC_alpha_0_5_gamma_0_0_1_0_1_0_Hard,0.46,0.46,20,10,0.33,659282,17162,101284,24972,0.59,0.20,0.14
11759,12320,KBFC_alpha_0_5_gamma_0_0_1_0_1_0_Medium,0.51,0.51,20,10,0.33,670107,6337,118824,7432,0.54,0.06,0.05
9230,11219,KBFC_alpha_0_5_gamma_0_0_1_0_1_0_Easy,0.27,0.27,22,11,0.33,629344,47100,104488,21768,0.32,0.17,0.37
244,419,BRFC_alpha_0_5_1_0_1_1_Hard,0.67,0.67,4568,2285,0.33,625371,51073,72257,53999,0.51,0.43,0.40
2905,3355,BRFC_alpha_0_5_1_0_1_1_Medium,0.81,0.81,36,18,0.33,654071,22373,104610,21646,0.49,0.17,0.18
10427,11099,BRFC_alpha_0_5_1_0_1_1_Easy,0.87,0.87,22,11,0.33,665867,10577,118218,8038,0.43,0.06,0.08
8895,11621,KBFC_alpha_0_5_gamma_0_0_1_0_1_1_Hard,0.39,0.39,20,10,0.33,640961,35483,89123,37133,0.51,0.29,0.28
8448,12316,KBFC_alpha_0_5_gamma_0_0_1_0_1_1_Medium,0.27,0.27,20,10,0.33,605134,71310,84751,41505,0.37,0.33,0.56
9230,11219,KBFC_alpha_0_5_gamma_0_0_1_0_1_1_Easy,0.27,0.27,22,11,0.33,629344,47100,104488,21768,0.32,0.17,0.37
220,363,BRFC_alpha_0_5_1_1_0_0_Hard,0.67,0.67,32,16,0.33,628079,48365,72381,53875,0.53,0.43,0.38
2386,2909,BRFC_alpha_0_5_1_1_0_0_Medium,0.77,0.77,20,10,0.33,642438,34006,97788,28468,0.46,0.23,0.27
9251,11132,BRFC_alpha_0_5_1_1_0_0_Easy,0.77,0.77,20,10,0.33,637558,38886,105396,20860,0.35,0.17,0.31
9167,11621,KBFC_alpha_0_5_gamma_0_0_1_1_0_0_Hard,0.41,0.41,20,10,0.33,645968,30476,91963,34293,0.53,0.27,0.24
10928,12311,KBFC_alpha_0_5_gamma_0_0_1_1_0_0_Medium,0.41,0.41,20,10,0.33,659038,17406,109825,16431,0.49,0.13,0.14
4832,11218,KBFC_alpha_0_5_gamma_0_0_1_1_0_0_Easy,0.17,0.17,20,10,0.33,444047,232397,55086,71170,0.23,0.56,1.84
215,399,BRFC_alpha_0_5_1_1_0_1_Hard,0.64,0.64,24,12,0.33,609977,66467,65320,60936,0.48,0.48,0.53
2918,3190,BRFC_alpha_0_5_1_1_0_1_Medium,0.85,0.85,24,12,0.33,664099,12345,112026,14230,0.54,0.11,0.10
9251,11132,BRFC_alpha_0_5_1_1_0_1_Easy,0.77,0.77,20,10,0.33,637558,38886,105396,20860,0.35,0.17,0.31
11607,11608,KBFC_alpha_0_5_gamma_0_0_1_1_0_1_Hard,0.95,0.98,10,37.00,0.79,676444,0,126256.00,0.00,,0.00,0.00
9873,12312,KBFC_alpha_0_5_gamma_0_0_1_1_0_1_Medium,0.34,0.34,20,10,0.33,640464,35980,99041,27215,0.43,0.22,0.28
4832,11218,KBFC_alpha_0_5_gamma_0_0_1_1_0_1_Easy,0.17,0.17,20,10,0.33,444047,232397,55086,71170,0.23,0.56,1.84
222,374,BRFC_alpha_0_5_1_1_1_0_Hard,0.66,0.66,36,18,0.33,623403,53041,69694,56562,0.52,0.45,0.42
2908,3023,BRFC_alpha_0_5_1_1_1_0_Medium,0.90,0.90,30,15,0.33,671711,4733,119757,6499,0.58,0.05,0.04
10427,11099,BRFC_alpha_0_5_1_1_1_0_Easy,0.87,0.87,22,11,0.33,665867,10577,118218,8038,0.43,0.06,0.08
9697,11627,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard,0.44,0.44,20,10,0.33,654062,22382,97462,28794,0.56,0.23,0.18
4582,12320,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium,0.15,0.15,20,10,0.33,451473,224971,45938,80318,0.26,0.64,1.78
9230,11219,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Easy,0.27,0.27,22,11,0.33,629344,47100,104488,21768,0.32,0.17,0.37
254,432,BRFC_alpha_0_5_1_1_1_1_Hard,0.67,0.67,4615,2302,0.33,625302,51142,72510,53746,0.51,0.43,0.41
2949,3342,BRFC_alpha_0_5_1_1_1_1_Medium,0.82,0.82,20,10,0.33,658408,18036,107574,18682,0.51,0.15,0.14
10427,11099,BRFC_alpha_0_5_1_1_1_1_Easy,0.87,0.87,22,11,0.33,665867,10577,118218,8038,0.43,0.06,0.08
6951,11611,KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Hard,0.28,0.28,20,10,0.33,597407,79037,69581,56675,0.42,0.45,0.63
9396,12318,KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Medium,0.31,0.31,20,10,0.33,629660,46784,94260,31996,0.41,0.25,0.37
9230,11219,KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Easy,0.27,0.27,22,11,0.33,629344,47100,104488,21768,0.32,0.17,0.37
